epoch,step,train_loss,val_loss
3,1149,15.11126708984375,
3,1199,15.493295669555664,
3,1249,15.47884750366211,
3,1299,15.067026138305664,
3,1349,15.588468551635742,
3,1399,15.316335678100586,
3,1449,15.118692398071289,
3,1499,14.982000350952148,
3,1499,,15.269145965576172
4,1549,14.946449279785156,
4,1599,14.955802917480469,
4,1649,17.314218521118164,
4,1699,16.105667114257812,
4,1749,14.899343490600586,
4,1799,15.116793632507324,
4,1849,15.274158477783203,
4,1874,,15.000382423400879
5,1899,15.14561653137207,
5,1949,15.225946426391602,
5,1999,15.256584167480469,
5,2049,14.926786422729492,
5,2099,15.684427261352539,
5,2149,14.996023178100586,
5,2199,15.571887969970703,
5,2249,15.28571605682373,
5,2249,,14.853414535522461
6,2299,15.033827781677246,
6,2349,14.98167896270752,
6,2399,14.859182357788086,
6,2449,15.515329360961914,
6,2499,15.18429946899414,
6,2549,15.085163116455078,
6,2599,14.903494834899902,
6,2624,,15.01318359375
7,2649,15.144950866699219,
7,2699,15.09860610961914,
7,2749,15.11501407623291,
7,2799,15.037004470825195,
7,2849,15.510308265686035,
7,2899,15.1356201171875,
7,2949,15.29520034790039,
7,2999,14.948997497558594,
7,2999,,14.949629783630371
8,3049,15.024703025817871,
8,3099,15.556414604187012,
8,3149,14.844736099243164,
8,3199,15.174111366271973,
8,3249,14.661690711975098,
8,3299,14.976972579956055,
8,3349,14.858316421508789,
8,3374,,15.405351638793945
9,3399,15.143990516662598,
9,3449,15.230527877807617,
9,3499,14.853659629821777,
9,3549,15.071322441101074,
9,3599,14.805229187011719,
9,3649,14.790234565734863,
9,3699,14.889138221740723,
9,3749,15.179071426391602,
9,3749,,14.975796699523926
10,3799,14.798101425170898,
10,3849,15.952101707458496,
10,3899,15.036035537719727,
10,3949,14.693290710449219,
10,3999,15.133367538452148,
10,4049,15.009830474853516,
10,4099,15.275665283203125,
10,4124,,15.125556945800781
11,4149,15.21182918548584,
11,4199,15.192453384399414,
11,4249,15.125478744506836,
11,4299,14.780624389648438,
11,4349,15.017370223999023,
11,4399,15.153936386108398,
11,4449,14.91905403137207,
11,4499,15.250738143920898,
11,4499,,15.039695739746094
12,4549,14.941192626953125,
12,4599,15.157634735107422,
12,4649,14.888638496398926,
12,4699,15.14413833618164,
12,4749,15.372408866882324,
12,4799,14.859603881835938,
12,4849,15.147940635681152,
12,4874,,15.010137557983398
13,4899,16.216289520263672,
13,4949,14.7925386428833,
13,4999,15.0139799118042,
13,5049,14.574589729309082,
13,5099,14.818009376525879,
13,5149,14.840768814086914,
13,5199,16.664573669433594,
13,5249,15.052539825439453,
13,5249,,14.947393417358398
14,5299,15.474691390991211,
14,5349,15.10540771484375,
14,5399,15.077751159667969,
14,5449,14.936665534973145,
14,5499,15.8579740524292,
14,5549,14.957021713256836,
14,5599,14.738873481750488,
14,5624,,15.239686012268066
15,5649,15.513201713562012,
15,5699,15.736090660095215,
15,5749,16.01423454284668,
15,5799,15.176044464111328,
15,5849,15.586198806762695,
15,5899,14.93617057800293,
15,5949,15.100041389465332,
15,5999,15.132095336914062,
15,5999,,15.0994873046875
