epoch,step,train_data_loss,train_loss,train_pde_loss,val_data_loss,val_loss,val_pde_loss
44,4139,35877616.0,35880436.0,28204.619140625,,,
44,4149,33769032.0,33772580.0,35476.78515625,,,
44,4159,34207180.0,34213152.0,59733.29296875,,,
44,4169,32323924.0,32329888.0,59633.5234375,,,
44,4179,34384720.0,34388376.0,36545.34765625,,,
44,4189,34320352.0,34325368.0,50166.0703125,,,
44,4199,34209812.0,34214336.0,45238.34765625,,,
44,4209,36563756.0,36568128.0,43734.3828125,,,
44,4219,35885392.0,35889268.0,38759.7265625,,,
44,4229,34203512.0,34211268.0,77558.8984375,,,
44,4229,,,,33523426.0,33528512.0,50986.16015625
45,4239,34794248.0,34798268.0,40214.19921875,,,
45,4249,32798296.0,32805030.0,67345.1328125,,,
45,4259,33153328.0,33157750.0,44222.23046875,,,
45,4269,32984236.0,32989000.0,47630.46875,,,
45,4279,33880332.0,33886204.0,58709.6015625,,,
45,4289,33139844.0,33143704.0,38595.3671875,,,
45,4299,33541432.0,33546888.0,54561.90625,,,
45,4309,34100384.0,34107584.0,72017.7265625,,,
45,4319,33717836.0,33722704.0,48693.640625,,,
45,4323,,,,33523458.0,33528712.0,52579.94140625
46,4329,33019076.0,33026720.0,76434.609375,,,
46,4339,34400392.0,34404708.0,43143.8828125,,,
46,4349,34051456.0,34057712.0,62540.57421875,,,
46,4359,35604460.0,35608988.0,45288.140625,,,
46,4369,35859404.0,35863644.0,42405.48828125,,,
46,4379,33546324.0,33551848.0,55240.0546875,,,
46,4389,33440224.0,33447112.0,68880.046875,,,
46,4399,34572640.0,34578916.0,62752.53515625,,,
46,4409,31083176.0,31091062.0,78858.2109375,,,
46,4417,,,,33523480.0,33528864.0,53866.23828125
47,4419,33662760.0,33668236.0,54766.234375,,,
47,4429,33091590.0,33095484.0,38941.3828125,,,
47,4439,33336654.0,33340350.0,36963.5078125,,,
47,4449,34538564.0,34544868.0,63049.35546875,,,
47,4459,33073262.0,33077810.0,45470.0703125,,,
47,4469,30910942.0,30916182.0,52399.98046875,,,
47,4479,33224784.0,33228182.0,33979.7421875,,,
47,4489,34001020.0,34006384.0,53625.94140625,,,
47,4499,29711462.0,29718222.0,67607.34375,,,
47,4509,32523472.0,32531976.0,85043.1640625,,,
47,4511,,,,33523490.0,33529114.0,56106.1796875
48,4519,32125372.0,32128528.0,31557.091796875,,,
48,4529,33168660.0,33176454.0,77930.4140625,,,
48,4539,33949516.0,33954596.0,50805.54296875,,,
48,4549,33376728.0,33383144.0,64153.78515625,,,
48,4559,34224472.0,34229440.0,49689.44140625,,,
48,4569,33365248.0,33369978.0,47296.55078125,,,
48,4579,35588588.0,35594140.0,55523.5859375,,,
48,4589,32562630.0,32571476.0,88460.2734375,,,
48,4599,32219350.0,32226006.0,66552.59375,,,
48,4605,,,,33523504.0,33529230.0,57174.1484375
49,4609,32508166.0,32513252.0,50850.234375,,,
49,4619,35739056.0,35745788.0,67301.46875,,,
49,4629,35691144.0,35697916.0,67733.5390625,,,
49,4639,30344492.0,30350256.0,57641.875,,,
49,4649,32491308.0,32496990.0,56815.171875,,,
49,4659,33207920.0,33214388.0,64682.62109375,,,
49,4669,33774732.0,33779160.0,44294.95703125,,,
49,4679,33848376.0,33854720.0,63446.5703125,,,
49,4689,35785152.0,35789408.0,42578.2421875,,,
49,4699,32603984.0,32609462.0,54772.19140625,,,
49,4699,,,,33523568.0,33529574.0,60099.9296875
50,4709,33875488.0,33880668.0,51814.03515625,,,
50,4719,35193964.0,35197492.0,35271.34765625,,,
50,4729,33723764.0,33729648.0,58855.5,,,
50,4739,31843212.0,31850010.0,67977.9296875,,,
50,4749,31633016.0,31644010.0,109948.8046875,,,
50,4759,32981964.0,32985936.0,39714.6484375,,,
50,4769,33557564.0,33564196.0,66337.515625,,,
50,4779,34337888.0,34344584.0,66949.7734375,,,
50,4789,32993670.0,33001578.0,79075.75,,,
50,4793,,,,33523628.0,33530344.0,67150.828125
51,4799,31934192.0,31943518.0,93251.1015625,,,
51,4809,33828816.0,33834536.0,57199.35546875,,,
51,4819,35568488.0,35575564.0,70754.6953125,,,
51,4829,36418280.0,36425772.0,74937.59375,,,
51,4839,33879792.0,33885092.0,53012.92578125,,,
51,4849,34591584.0,34597236.0,56504.40234375,,,
51,4859,34568880.0,34573748.0,48693.79296875,,,
51,4869,34827980.0,34835352.0,73729.3828125,,,
51,4879,33863968.0,33872516.0,85463.53125,,,
51,4887,,,,33523668.0,33530526.0,68512.2578125
52,4889,33999592.0,34008052.0,84601.609375,,,
52,4899,33988268.0,33994228.0,59596.625,,,
52,4909,32294390.0,32302516.0,81250.546875,,,
52,4919,36057100.0,36064072.0,69705.6640625,,,
52,4929,35278264.0,35287504.0,92386.8984375,,,
52,4939,34990016.0,34999508.0,94901.21875,,,
52,4949,32653904.0,32657852.0,39479.00390625,,,
52,4959,32454368.0,32464328.0,99608.2421875,,,
52,4969,34430592.0,34436472.0,58798.6328125,,,
52,4979,33483332.0,33491320.0,79874.1875,,,
52,4981,,,,33523722.0,33531084.0,73592.09375
53,4989,33378808.0,33389162.0,103530.78125,,,
53,4999,35181280.0,35187388.0,61062.70703125,,,
53,5009,35490716.0,35497676.0,69600.28125,,,
53,5019,35436080.0,35441824.0,57424.08984375,,,
53,5029,31832782.0,31842942.0,101607.6796875,,,
53,5039,35687404.0,35695620.0,82141.8671875,,,
53,5049,33771528.0,33779240.0,77129.015625,,,
53,5059,30949868.0,30954818.0,49509.54296875,,,
53,5069,32741996.0,32748864.0,68688.7265625,,,
53,5075,,,,33523770.0,33531110.0,73406.0625
54,5079,33440592.0,33446632.0,60408.00390625,,,
54,5089,33064278.0,33070132.0,58543.8671875,,,
54,5099,35748576.0,35758344.0,97689.0,,,
54,5109,31560328.0,31566684.0,63563.21484375,,,
54,5119,34843200.0,34849120.0,59198.234375,,,
54,5129,33318920.0,33325946.0,70253.3984375,,,
54,5139,34225336.0,34234240.0,89039.3046875,,,
54,5149,33115870.0,33127226.0,113557.6484375,,,
54,5159,34369004.0,34375244.0,62388.28125,,,
54,5169,33237414.0,33243402.0,59873.94140625,,,
54,5169,,,,33523750.0,33531320.0,75645.5390625
