epoch,step,train_loss,val_loss
0,49,31.571304321289062,
0,99,26.232173919677734,
0,99,,26.42182159423828
1,149,22.440235137939453,
1,199,18.59194564819336,
1,199,,20.8787899017334
2,249,15.375971794128418,
2,299,12.693822860717773,
2,299,,13.114453315734863
3,349,10.272860527038574,
3,399,7.83482551574707,
3,399,,10.159501075744629
4,449,6.078608512878418,
4,499,4.229989051818848,
4,499,,6.289292812347412
5,549,2.638514995574951,
5,599,1.6137079000473022,
5,599,,2.7267746925354004
6,649,0.8884848356246948,
6,699,0.3060142695903778,
6,699,,1.2036278247833252
7,749,0.21584975719451904,
7,799,0.6043214797973633,
7,799,,1.693863034248352
8,849,0.5354725122451782,
8,899,0.24884609878063202,
8,899,,1.6846848726272583
9,949,0.3130655586719513,
9,999,0.22837774455547333,
9,999,,0.6037940979003906
10,1049,0.3213798999786377,
10,1099,0.486823171377182,
10,1099,,0.5025513768196106
11,1149,0.4848517179489136,
11,1199,0.28058183193206787,
11,1199,,0.6169469952583313
12,1249,0.26857221126556396,
12,1299,0.291612833738327,
12,1299,,0.5601765513420105
13,1349,0.45372337102890015,
13,1399,0.22836527228355408,
13,1399,,0.6970849633216858
14,1449,0.3753995895385742,
14,1499,0.24345199763774872,
14,1499,,0.7606419920921326
15,1549,0.2522398829460144,
15,1599,0.40911993384361267,
15,1599,,0.5692427158355713
16,1649,0.22064658999443054,
16,1699,0.5839380621910095,
16,1699,,0.4969469904899597
17,1749,0.29510703682899475,
17,1799,0.4081882834434509,
17,1799,,0.3997945487499237
18,1849,0.3218761086463928,
18,1899,0.30545973777770996,
18,1899,,0.17832475900650024
19,1949,0.4439201354980469,
19,1999,0.3154439330101013,
19,1999,,0.402828574180603
20,2049,0.5420991778373718,
20,2099,0.19218721985816956,
20,2099,,0.3772091269493103
21,2149,0.33763015270233154,
21,2199,0.20546981692314148,
21,2199,,0.18940933048725128
22,2249,0.19682753086090088,
22,2299,0.23005317151546478,
22,2299,,0.2560428977012634
23,2349,0.20908860862255096,
23,2399,0.2208690494298935,
23,2399,,0.465215802192688
24,2449,0.3182964324951172,
24,2499,0.2429545819759369,
24,2499,,0.25622352957725525
25,2549,0.16155920922756195,
25,2599,0.20785555243492126,
25,2599,,0.3432348370552063
26,2649,0.3063477873802185,
26,2699,0.2241690456867218,
26,2699,,0.48156020045280457
27,2749,0.2931630313396454,
27,2799,0.1866847276687622,
27,2799,,0.3629046678543091
28,2849,0.8747642040252686,
28,2899,0.3958520293235779,
28,2899,,0.24407941102981567
29,2949,0.3560202121734619,
29,2999,0.16261091828346252,
29,2999,,0.4724845588207245
30,3049,0.20349988341331482,
30,3099,0.23938977718353271,
30,3099,,0.1849500983953476
31,3149,0.16603317856788635,
31,3199,0.2819371819496155,
31,3199,,0.20148998498916626
32,3249,0.33750057220458984,
32,3299,0.21192976832389832,
32,3299,,0.27358537912368774
33,3349,0.4483141303062439,
33,3399,0.2705417573451996,
33,3399,,0.3409777581691742
34,3449,0.15458574891090393,
34,3499,0.2842818796634674,
34,3499,,0.21188397705554962
35,3549,0.4320971965789795,
35,3599,0.22164708375930786,
35,3599,,0.3960464596748352
36,3649,0.22637099027633667,
36,3699,0.1968078315258026,
36,3699,,0.22954928874969482
37,3749,0.18902122974395752,
37,3799,0.20884215831756592,
37,3799,,0.19504831731319427
38,3849,0.1624990999698639,
38,3899,0.1966344714164734,
38,3899,,0.40821316838264465
39,3949,0.13001179695129395,
39,3999,0.22147803008556366,
39,3999,,0.25610917806625366
40,4049,0.09904193878173828,
40,4099,0.17504289746284485,
40,4099,,0.3394882082939148
41,4149,0.29200923442840576,
41,4199,0.34692203998565674,
41,4199,,0.24325881898403168
42,4249,0.26382938027381897,
42,4299,0.17585954070091248,
42,4299,,0.16678714752197266
43,4349,0.13382665812969208,
43,4399,0.18030831217765808,
43,4399,,0.24453222751617432
44,4449,0.240085169672966,
44,4499,0.17063337564468384,
44,4499,,0.31229498982429504
45,4549,0.3244543969631195,
45,4599,0.184789776802063,
45,4599,,0.24491146206855774
46,4649,0.16740667819976807,
46,4699,0.4930659532546997,
46,4699,,0.23835816979408264
47,4749,0.2714443802833557,
47,4799,0.3267451226711273,
47,4799,,0.2352946698665619
48,4849,0.21620896458625793,
48,4899,0.16247183084487915,
48,4899,,0.2247653752565384
49,4949,0.2017126977443695,
49,4999,0.22318212687969208,
49,4999,,0.27058249711990356
