epoch,step,train_loss,val_loss
0,49,31.61243438720703,
0,99,26.674358367919922,
0,149,22.4703369140625,
0,199,18.3616886138916,
0,249,15.441240310668945,
0,299,12.660609245300293,
0,349,9.7739896774292,
0,374,,10.531782150268555
1,399,8.03297233581543,
1,449,6.0578227043151855,
1,499,5.067248821258545,
1,549,3.093595504760742,
1,599,1.7303540706634521,
1,649,1.0403313636779785,
1,699,0.6366785764694214,
1,749,0.4916098117828369,
1,749,,0.7914628386497498
2,799,0.28503936529159546,
2,849,0.42874273657798767,
2,899,0.2950953245162964,
2,949,0.4607023000717163,
2,999,0.7757872939109802,
2,1049,0.4940173625946045,
2,1099,0.40794897079467773,
2,1124,,0.37440434098243713
3,1149,0.323505699634552,
3,1199,0.29321902990341187,
3,1249,0.5236409306526184,
3,1299,0.2123408317565918,
3,1349,0.789097249507904,
3,1399,0.260772168636322,
3,1449,0.300043523311615,
3,1499,0.26773080229759216,
3,1499,,0.7365797758102417
4,1549,0.45274966955184937,
4,1599,0.29261988401412964,
4,1649,0.2427690029144287,
4,1699,0.19533102214336395,
4,1749,0.7730597257614136,
4,1799,0.34086593985557556,
4,1849,0.3521452844142914,
4,1874,,0.22425056993961334
5,1899,0.35624873638153076,
5,1949,0.3056712746620178,
5,1999,0.17846620082855225,
5,2049,0.34273141622543335,
5,2099,0.20215915143489838,
5,2149,0.2963557243347168,
5,2199,0.3102249801158905,
5,2249,0.20481038093566895,
5,2249,,0.571193516254425
6,2299,0.26665863394737244,
6,2349,0.48538169264793396,
6,2399,0.42065107822418213,
6,2449,0.11725550144910812,
6,2499,0.4589816927909851,
6,2549,0.43454593420028687,
6,2599,0.5660765171051025,
6,2624,,0.12649355828762054
7,2649,0.1800655722618103,
7,2699,0.08897896856069565,
7,2749,0.28495901823043823,
7,2799,0.15670070052146912,
7,2849,0.19234667718410492,
7,2899,0.19918113946914673,
7,2949,0.17921364307403564,
7,2999,0.2878981828689575,
7,2999,,0.36751309037208557
8,3049,0.3275715708732605,
8,3099,0.30818602442741394,
8,3149,0.1884225606918335,
8,3199,0.3712698221206665,
8,3249,0.12759600579738617,
