epoch,step,train_loss,val_loss
26,9799,14.92803955078125,
26,9849,14.935349464416504,
26,9899,14.771324157714844,
26,9949,14.98922348022461,
26,9999,15.234048843383789,
26,10049,15.140617370605469,
26,10099,14.832801818847656,
26,10124,,14.842068672180176
27,10149,14.781684875488281,
27,10199,15.066862106323242,
27,10249,15.06889533996582,
27,10299,15.198795318603516,
27,10349,14.617834091186523,
27,10399,15.734899520874023,
27,10449,15.028464317321777,
27,10499,14.90231990814209,
27,10499,,15.017292976379395
28,10549,14.92481803894043,
28,10599,15.109474182128906,
28,10649,14.82321548461914,
28,10699,14.850638389587402,
28,10749,15.83359146118164,
28,10799,15.219286918640137,
28,10849,15.016427993774414,
28,10874,,14.939720153808594
29,10899,15.026932716369629,
29,10949,14.944984436035156,
29,10999,14.781030654907227,
29,11049,14.925488471984863,
29,11099,14.861055374145508,
29,11149,15.08541488647461,
29,11199,15.331098556518555,
29,11249,14.988858222961426,
29,11249,,15.025429725646973
30,11299,14.970855712890625,
30,11349,14.690528869628906,
30,11399,14.645557403564453,
30,11449,14.744379043579102,
30,11499,14.630688667297363,
30,11549,15.59530258178711,
30,11599,15.108904838562012,
30,11624,,14.966490745544434
31,11649,15.130489349365234,
31,11699,14.803415298461914,
31,11749,15.148435592651367,
31,11799,15.04488468170166,
31,11849,15.277094841003418,
31,11899,15.816360473632812,
31,11949,14.970630645751953,
31,11999,15.068672180175781,
31,11999,,15.019906044006348
32,12049,16.06732940673828,
32,12099,14.896596908569336,
32,12149,15.243764877319336,
32,12199,15.05163288116455,
32,12249,14.783527374267578,
32,12299,15.105777740478516,
32,12349,15.102828979492188,
32,12374,,15.221793174743652
33,12399,14.99301528930664,
33,12449,15.902213096618652,
33,12499,14.771090507507324,
33,12549,14.754051208496094,
33,12599,15.044260025024414,
33,12649,14.873828887939453,
33,12699,15.374510765075684,
33,12749,15.287344932556152,
33,12749,,15.082001686096191
34,12799,15.225434303283691,
34,12849,14.775501251220703,
34,12899,15.473456382751465,
34,12949,14.45147705078125,
34,12999,14.666356086730957,
34,13049,14.64988899230957,
34,13099,14.98806381225586,
34,13124,,14.80272388458252
35,13149,15.243289947509766,
35,13199,15.177098274230957,
35,13249,14.949666023254395,
35,13299,14.753201484680176,
35,13349,14.752273559570312,
35,13399,14.755603790283203,
35,13449,14.648301124572754,
35,13499,15.29826545715332,
35,13499,,14.926469802856445
36,13549,15.138849258422852,
36,13599,15.38551139831543,
36,13649,15.101527214050293,
36,13699,14.564053535461426,
36,13749,14.909062385559082,
36,13799,14.780559539794922,
36,13849,15.085699081420898,
36,13874,,14.888589859008789
37,13899,15.318835258483887,
37,13949,14.954788208007812,
37,13999,15.1497802734375,
37,14049,15.059382438659668,
37,14099,15.515290260314941,
37,14149,14.69239330291748,
37,14199,14.74444580078125,
37,14249,15.143909454345703,
37,14249,,14.932823181152344
38,14299,14.650891304016113,
38,14349,15.304765701293945,
38,14399,14.88051700592041,
38,14449,15.772533416748047,
38,14499,15.047332763671875,
38,14549,14.812032699584961,
38,14599,14.640047073364258,
38,14624,,15.240200996398926
39,14649,15.358682632446289,
39,14699,15.01992416381836,
39,14749,14.887067794799805,
39,14799,15.11697006225586,
39,14849,14.727309226989746,
39,14899,15.125696182250977,
39,14949,15.358680725097656,
39,14999,15.074298858642578,
39,14999,,14.9076509475708
40,15049,14.657356262207031,
40,15099,14.855278015136719,
40,15149,14.86501693725586,
40,15199,15.063719749450684,
40,15249,15.291858673095703,
40,15299,14.710287094116211,
40,15349,15.072372436523438,
40,15374,,14.96561050415039
41,15399,15.019962310791016,
41,15449,14.950841903686523,
41,15499,14.623342514038086,
41,15549,15.558152198791504,
41,15599,15.046564102172852,
41,15649,14.614999771118164,
41,15699,14.933167457580566,
41,15749,14.883781433105469,
41,15749,,14.895833015441895
42,15799,14.51728343963623,
42,15849,15.515833854675293,
42,15899,14.808126449584961,
42,15949,15.251447677612305,
42,15999,14.701375961303711,
42,16049,15.14556884765625,
42,16099,14.796794891357422,
42,16124,,15.004364967346191
43,16149,15.479912757873535,
43,16199,14.610978126525879,
43,16249,14.89172077178955,
43,16299,15.13331413269043,
43,16349,14.574241638183594,
43,16399,15.092044830322266,
43,16449,14.848370552062988,
43,16499,15.033611297607422,
43,16499,,14.98645305633545
44,16549,15.490686416625977,
44,16599,14.896324157714844,
44,16649,14.837127685546875,
44,16699,14.621710777282715,
44,16749,14.808679580688477,
44,16799,14.891105651855469,
44,16849,15.26628303527832,
44,16874,,14.81656551361084
