epoch,step,train_data_loss,train_loss,train_pde_loss,val_data_loss,val_loss,val_pde_loss
0,9,35316372.0,35319568.0,31957.91796875,,,
0,19,33213876.0,33215220.0,13437.78515625,,,
0,29,37020328.0,37021240.0,9111.876953125,,,
0,39,32942326.0,32947266.0,49394.76953125,,,
0,49,33094662.0,33098168.0,35058.69140625,,,
0,59,31696716.0,31719372.0,226560.59375,,,
0,69,34153896.0,34158180.0,42856.30859375,,,
0,79,34343304.0,34344660.0,13571.7509765625,,,
0,89,31701672.0,31702138.0,4650.53125,,,
0,93,,,,33855516.0,33855628.0,1132.2874755859375
1,99,34547764.0,34550508.0,27437.9609375,,,
1,109,34724648.0,34724980.0,3336.6689453125,,,
1,119,32659398.0,32659806.0,4087.293212890625,,,
1,129,31877908.0,31878264.0,3569.184326171875,,,
1,139,33353408.0,33353834.0,4258.11181640625,,,
1,149,33428160.0,33428358.0,1981.6776123046875,,,
1,159,32707804.0,32707884.0,807.839599609375,,,
1,169,34724368.0,34724816.0,4474.06982421875,,,
1,179,34483360.0,34483580.0,2183.357177734375,,,
1,187,,,,33696832.0,33697732.0,9066.169921875
2,189,35158296.0,35161520.0,32242.357421875,,,
2,199,32136902.0,32137484.0,5822.24072265625,,,
2,209,32088992.0,32090416.0,14248.576171875,,,
2,219,35368000.0,35374960.0,69617.703125,,,
2,229,34415800.0,34421724.0,59232.484375,,,
2,239,32821064.0,32867564.0,465008.8125,,,
2,249,33000696.0,33008188.0,74912.296875,,,
2,259,34351496.0,34354236.0,27389.890625,,,
2,269,34709020.0,34709560.0,5412.8984375,,,
2,279,33233168.0,33234024.0,8569.912109375,,,
2,281,,,,33340216.0,33340514.0,2947.449951171875
3,289,34956224.0,34956852.0,6299.4921875,,,
3,299,34671416.0,34672224.0,8093.3740234375,,,
3,309,33783372.0,33784884.0,15129.3515625,,,
3,319,32036668.0,32041240.0,45720.5,,,
3,329,33314398.0,33316304.0,19056.162109375,,,
3,339,33302544.0,33304384.0,18406.40234375,,,
3,349,31754428.0,31809540.0,551120.6875,,,
3,359,31910084.0,67668088.0,357580032.0,,,
3,369,34764568.0,69940128.0,351755616.0,,,
3,375,,,,33031206.0,38876460.0,58452608.0
4,379,33927516.0,36760564.0,28330474.0,,,
4,389,31670368.0,33147832.0,14774648.0,,,
4,399,33087172.0,33444028.0,3568566.5,,,
4,409,35376952.0,35429456.0,525024.0,,,
4,419,34393748.0,34492112.0,983635.5,,,
4,429,33264784.0,33309640.0,448550.4375,,,
4,439,31785004.0,31819860.0,348568.25,,,
4,449,32792204.0,32846436.0,542322.5,,,
4,459,33104268.0,33156762.0,524932.625,,,
4,469,32801756.0,32839894.0,381371.1875,,,
