epoch,step,train_data_loss,train_loss,train_pde_loss,val_data_loss,val_loss,val_pde_loss
0,9,35633612.0,35839656.0,2060432.625,,,
0,19,33922360.0,33928696.0,63355.22265625,,,
0,29,35741320.0,35741756.0,4379.45751953125,,,
0,39,33358726.0,33366566.0,78405.4296875,,,
0,49,32474492.0,32479134.0,46413.84765625,,,
0,59,36166364.0,36168196.0,18320.41796875,,,
0,69,35848440.0,35852268.0,38294.19140625,,,
0,79,34552732.0,34556696.0,39630.4140625,,,
0,89,32680092.0,32682122.0,20307.767578125,,,
0,93,,,,33753196.0,33754116.0,9137.4716796875
1,99,34086016.0,34097128.0,111135.046875,,,
1,109,34679888.0,34681272.0,13845.0537109375,,,
1,119,31876020.0,31887370.0,113498.875,,,
1,129,34439024.0,34441200.0,21740.8515625,,,
1,139,34181264.0,34186140.0,48772.53125,,,
1,149,34710044.0,34713624.0,35787.19140625,,,
1,159,32258468.0,32260502.0,20348.953125,,,
1,169,31382060.0,31385492.0,34314.3046875,,,
1,179,33785328.0,33787864.0,25359.53515625,,,
1,187,,,,33741780.0,33742016.0,2433.297607421875
2,189,33602496.0,33604172.0,16768.931640625,,,
2,199,32807420.0,32807978.0,5576.6416015625,,,
2,209,32332324.0,32333248.0,9233.7626953125,,,
2,219,34175932.0,34176392.0,4606.2255859375,,,
2,229,32730758.0,32731176.0,4188.99365234375,,,
2,239,35402236.0,35402380.0,1429.3599853515625,,,
2,249,33836556.0,33837140.0,5852.171875,,,
2,259,32415014.0,32415376.0,3628.3359375,,,
2,269,31888800.0,31889514.0,7133.38525390625,,,
2,279,34748780.0,34750764.0,19834.8671875,,,
2,281,,,,33705068.0,33705148.0,870.3569946289062
3,289,33805780.0,33806192.0,4117.7646484375,,,
3,299,33994108.0,33994576.0,4697.775390625,,,
3,309,35801512.0,35802156.0,6448.94189453125,,,
3,319,33858760.0,33858896.0,1347.9100341796875,,,
3,329,32167792.0,32168420.0,6289.11865234375,,,
3,339,33344380.0,33344798.0,4180.798828125,,,
3,349,34295308.0,34295944.0,6347.458984375,,,
3,359,32212598.0,32212770.0,1725.7313232421875,,,
3,369,32581302.0,32581574.0,2721.494873046875,,,
3,375,,,,33533998.0,33534174.0,1810.6519775390625
4,379,34650008.0,34651500.0,14924.7578125,,,
4,389,35173384.0,35174944.0,15600.1376953125,,,
4,399,34881852.0,34887584.0,57312.08984375,,,
4,409,34625524.0,34626736.0,12136.8271484375,,,
4,419,34909088.0,34909908.0,8189.90478515625,,,
4,429,32248374.0,32249372.0,9979.5791015625,,,
4,439,33119840.0,33123356.0,35162.25,,,
4,449,32379286.0,32381628.0,23417.833984375,,,
4,459,33172406.0,33177170.0,47641.30078125,,,
4,469,33364284.0,33402364.0,380799.875,,,
4,469,,,,33190364.0,33215360.0,249935.609375
5,479,32731964.0,32771372.0,394075.21875,,,
5,489,33166620.0,33205366.0,387462.28125,,,
5,499,32503088.0,32506216.0,31285.0703125,,,
5,509,31367280.0,31373036.0,57568.48828125,,,
5,519,33138080.0,33139424.0,13432.9462890625,,,
5,529,37156776.0,37158128.0,13510.310546875,,,
5,539,33872872.0,33874336.0,14635.634765625,,,
5,549,34361212.0,34362400.0,11868.7451171875,,,
5,559,34893392.0,34895596.0,22058.625,,,
5,563,,,,32904030.0,32904874.0,8442.2998046875
6,569,34604456.0,34605648.0,11931.7958984375,,,
6,579,34485988.0,34487548.0,15580.4541015625,,,
6,589,32038432.0,32043962.0,55297.40234375,,,
6,599,32150056.0,32155422.0,53659.46484375,,,
6,609,31419552.0,31424444.0,48911.03515625,,,
6,619,32614788.0,32617338.0,25490.541015625,,,
6,629,33663852.0,33668128.0,42753.28515625,,,
6,639,33203252.0,33211704.0,84511.578125,,,
6,649,33577296.0,33579596.0,22985.001953125,,,
6,657,,,,32538584.0,32540074.0,14784.9775390625
7,659,32450808.0,32482694.0,318856.03125,,,
7,669,34011524.0,34013744.0,22181.302734375,,,
7,679,33118944.0,33132544.0,135999.671875,,,
7,689,31421014.0,31701658.0,2806439.5,,,
7,699,34125724.0,37694704.0,35689792.0,,,
7,709,32674744.0,34425560.0,17508156.0,,,
7,719,34074712.0,34334892.0,2601798.0,,,
7,729,31724302.0,31979556.0,2552540.75,,,
7,739,31971996.0,32095680.0,1236835.625,,,
7,749,30769484.0,30805818.0,363344.4375,,,
7,751,,,,32561882.0,32567944.0,60715.09375
8,759,32097110.0,32154430.0,573204.3125,,,
8,769,33222244.0,33246566.0,243215.953125,,,
8,779,36282560.0,36353652.0,710907.5,,,
