epoch,step,train_loss,val_loss
0,49,31.265310287475586,
0,99,26.673503875732422,
0,149,22.159217834472656,
0,199,18.721027374267578,
0,249,15.395484924316406,
0,299,13.013143539428711,
0,349,10.107429504394531,
0,374,,10.095321655273438
1,399,8.023730278015137,
1,449,5.956672668457031,
1,499,4.592466354370117,
1,549,3.0699126720428467,
1,599,2.2393336296081543,
1,649,1.3415788412094116,
1,699,0.8077272772789001,
1,749,0.26956576108932495,
1,749,,1.862979531288147
2,799,0.524009108543396,
2,849,0.37750929594039917,
2,899,0.5187196731567383,
2,949,0.32567402720451355,
2,999,0.26533156633377075,
2,1049,0.8299624919891357,
2,1099,0.4733254611492157,
2,1124,,1.0843857526779175
3,1149,0.43237441778182983,
3,1199,0.17458519339561462,
3,1249,0.41283130645751953,
3,1299,0.565220057964325,
3,1349,0.3017622232437134,
3,1399,0.4074718952178955,
3,1449,0.1924455165863037,
3,1499,0.24599497020244598,
3,1499,,0.652723491191864
4,1549,0.14681337773799896,
4,1599,0.2958807945251465,
4,1649,0.3138698935508728,
4,1699,0.3371565341949463,
4,1749,0.17035481333732605,
4,1799,0.23076078295707703,
4,1849,0.696610152721405,
4,1874,,0.5321510434150696
5,1899,0.26195403933525085,
5,1949,0.33355021476745605,
5,1999,0.5716453790664673,
5,2049,0.29495179653167725,
5,2099,0.23886936902999878,
5,2149,0.9229530096054077,
5,2199,0.6322202682495117,
5,2249,0.2807430326938629,
5,2249,,0.2388206124305725
6,2299,0.4827459752559662,
6,2349,0.31102049350738525,
6,2399,0.2371748983860016,
6,2449,0.14676551520824432,
6,2499,0.29478883743286133,
6,2549,0.22485844790935516,
6,2599,0.1846410036087036,
6,2624,,0.49977779388427734
7,2649,0.24133214354515076,
7,2699,0.33911311626434326,
7,2749,0.16148728132247925,
7,2799,0.6167272329330444,
7,2849,0.28794994950294495,
7,2899,0.1900235116481781,
7,2949,0.22067676484584808,
7,2999,0.2240806221961975,
7,2999,,0.41596564650535583
8,3049,0.29092007875442505,
8,3099,0.17958271503448486,
8,3149,0.17863106727600098,
8,3199,0.23034512996673584,
8,3249,0.2882337272167206,
8,3299,0.21620050072669983,
8,3349,0.18636107444763184,
8,3374,,0.29014745354652405
9,3399,0.3175094723701477,
9,3449,0.2912188768386841,
9,3499,0.16860291361808777,
9,3549,0.1922663152217865,
9,3599,0.22698551416397095,
9,3649,0.15867732465267181,
9,3699,0.24388214945793152,
9,3749,0.21999940276145935,
9,3749,,0.5005849003791809
10,3799,0.24661032855510712,
10,3849,0.19875448942184448,
10,3899,0.1728421151638031,
10,3949,0.184302419424057,
10,3999,0.44695115089416504,
10,4049,0.10758517682552338,
10,4099,0.2310492992401123,
10,4124,,0.33125147223472595
11,4149,0.07864432036876678,
11,4199,0.26180028915405273,
11,4249,0.15742966532707214,
11,4299,0.1783280223608017,
11,4349,0.13051456212997437,
11,4399,0.21598033607006073,
11,4449,0.21720349788665771,
11,4499,0.20633065700531006,
11,4499,,0.313702255487442
12,4549,0.2759595513343811,
12,4599,0.1580251306295395,
12,4649,0.3375042676925659,
12,4699,0.23875078558921814,
12,4749,0.22870901226997375,
12,4799,0.1502116620540619,
12,4849,0.1948358714580536,
12,4874,,0.1836746633052826
13,4899,0.16691982746124268,
13,4949,0.11200602352619171,
13,4999,0.1681068390607834,
13,5049,0.21450409293174744,
13,5099,0.14940068125724792,
13,5149,0.12903693318367004,
13,5199,0.11497509479522705,
13,5249,0.2777676582336426,
13,5249,,0.18805387616157532
14,5299,0.24416790902614594,
14,5349,0.19549386203289032,
14,5399,0.19447779655456543,
14,5449,0.2545050382614136,
14,5499,0.310996949672699,
14,5549,0.23534321784973145,
14,5599,0.2746056914329529,
14,5624,,0.31422439217567444
15,5649,0.23840603232383728,
15,5699,0.18593358993530273,
15,5749,0.16752032935619354,
15,5799,0.14115524291992188,
15,5849,0.15252748131752014,
15,5899,0.24752077460289001,
15,5949,0.10469953715801239,
15,5999,0.272615909576416,
15,5999,,0.28177064657211304
16,6049,0.15795783698558807,
16,6099,0.20002779364585876,
16,6149,0.25777751207351685,
16,6199,0.2745743989944458,
16,6249,0.1221088394522667,
16,6299,0.10657896846532822,
16,6349,0.19889497756958008,
16,6374,,0.24392259120941162
17,6399,0.32589709758758545,
17,6449,0.10404698550701141,
17,6499,0.26642993092536926,
17,6549,0.19245991110801697,
17,6599,0.22657565772533417,
17,6649,0.12703397870063782,
17,6699,0.3773769736289978,
17,6749,0.18970844149589539,
17,6749,,0.20031577348709106
18,6799,0.25415825843811035,
18,6849,0.3285057544708252,
18,6899,0.26460695266723633,
18,6949,0.3505215346813202,
18,6999,0.19195303320884705,
18,7049,0.21552464365959167,
18,7099,0.12133254110813141,
18,7124,,0.24758583307266235
19,7149,0.1191917285323143,
19,7199,0.32858094573020935,
19,7249,0.20991730690002441,
19,7299,0.28913089632987976,
19,7349,0.09630410373210907,
19,7399,0.17941400408744812,
19,7449,0.0892457589507103,
19,7499,0.40999531745910645,
19,7499,,0.22762642800807953
20,7549,0.19868455827236176,
20,7599,0.27761757373809814,
20,7649,0.15205395221710205,
20,7699,0.2530887722969055,
20,7749,0.17460116744041443,
20,7799,0.12432323396205902,
20,7849,0.18030408024787903,
20,7874,,0.13572341203689575
21,7899,0.16886422038078308,
21,7949,0.22895638644695282,
21,7999,0.20191459357738495,
21,8049,0.1904342770576477,
21,8099,0.23184359073638916,
21,8149,0.10492324829101562,
21,8199,0.13164222240447998,
21,8249,0.20801541209220886,
21,8249,,0.2551448345184326
22,8299,0.21862095594406128,
22,8349,0.15061599016189575,
22,8399,0.13979670405387878,
22,8449,0.2911221981048584,
22,8499,0.5996601581573486,
22,8549,0.14689020812511444,
22,8599,0.15586677193641663,
22,8624,,0.2303539365530014
23,8649,0.15454338490962982,
23,8699,0.06794868409633636,
23,8749,0.1645132452249527,
23,8799,0.20896051824092865,
23,8849,0.12712451815605164,
23,8899,0.11013737320899963,
23,8949,0.1873871386051178,
23,8999,0.15586340427398682,
23,8999,,0.19032220542430878
24,9049,0.17840848863124847,
24,9099,0.16313855350017548,
