epoch,step,train_loss,val_loss
0,49,29.973073959350586,
0,99,25.888113021850586,
0,99,,25.531105041503906
1,149,21.275684356689453,
1,199,18.655263900756836,
1,199,,19.10283660888672
2,249,15.047842025756836,
2,299,11.5620756149292,
2,299,,13.46741008758545
3,349,9.634596824645996,
3,399,7.274423122406006,
3,399,,9.382168769836426
4,449,6.02087926864624,
4,499,3.7443628311157227,
4,499,,6.227614879608154
5,549,2.1006665229797363,
5,599,1.6499121189117432,
5,599,,2.8953123092651367
6,649,0.7404767870903015,
6,699,0.4703134298324585,
6,699,,3.237528085708618
7,749,0.4185027778148651,
7,799,1.1971299648284912,
7,799,,0.46811988949775696
8,849,0.4327934980392456,
8,899,0.43357035517692566,
8,899,,0.7443291544914246
9,949,0.7411462664604187,
9,999,0.4287141263484955,
9,999,,1.1656204462051392
10,1049,0.46805256605148315,
10,1099,0.233356773853302,
10,1099,,1.1589207649230957
11,1149,0.21949683129787445,
11,1199,0.18374675512313843,
11,1199,,0.47695299983024597
12,1249,0.6790121793746948,
12,1299,0.28391528129577637,
12,1299,,0.2251949906349182
13,1349,0.4907938838005066,
13,1399,0.18280604481697083,
13,1399,,0.3519444167613983
14,1449,0.37874144315719604,
14,1499,0.8424075841903687,
14,1499,,1.3234667778015137
15,1549,0.2729417085647583,
15,1599,0.17945045232772827,
15,1599,,0.31674647331237793
16,1649,0.291603147983551,
16,1699,0.27158552408218384,
16,1699,,0.45323970913887024
17,1749,0.6267063021659851,
17,1799,0.290785551071167,
17,1799,,0.48846447467803955
18,1849,0.1799161434173584,
18,1899,0.4479808509349823,
18,1899,,0.26486146450042725
19,1949,0.35507044196128845,
19,1999,0.21436691284179688,
19,1999,,0.4195502996444702
20,2049,0.3225211501121521,
20,2099,0.27223992347717285,
20,2099,,0.20578452944755554
21,2149,0.5302037596702576,
21,2199,0.3208490014076233,
21,2199,,0.31165263056755066
22,2249,0.18528124690055847,
22,2299,0.2005903422832489,
22,2299,,0.8827164173126221
23,2349,0.250801682472229,
23,2399,0.2919628322124481,
23,2399,,0.3651459515094757
24,2449,0.4564661383628845,
24,2499,0.12525230646133423,
24,2499,,0.3989753723144531
25,2549,0.38694271445274353,
25,2599,0.16433201730251312,
25,2599,,0.6193260550498962
26,2649,0.34120792150497437,
26,2699,0.3025064170360565,
26,2699,,0.24242326617240906
27,2749,0.41355228424072266,
27,2799,0.25243669748306274,
27,2799,,0.41199466586112976
28,2849,0.22632186114788055,
28,2899,0.24690201878547668,
28,2899,,0.3323647677898407
29,2949,0.4561331868171692,
29,2999,0.4358357787132263,
29,2999,,0.27658846974372864
30,3049,0.24319776892662048,
30,3099,0.31578999757766724,
30,3099,,0.7135871052742004
31,3149,0.19018203020095825,
31,3199,0.1955808401107788,
31,3199,,0.2005883753299713
32,3249,0.17587131261825562,
32,3299,0.3510867953300476,
32,3299,,0.323513388633728
33,3349,0.3336324095726013,
33,3399,0.13548904657363892,
33,3399,,0.5594667196273804
34,3449,0.301451712846756,
34,3499,0.2843485474586487,
34,3499,,0.2518749535083771
35,3549,0.2142925262451172,
35,3599,0.2286067008972168,
35,3599,,0.36907249689102173
36,3649,0.16274100542068481,
36,3699,0.2196459025144577,
36,3699,,0.21181219816207886
37,3749,0.5110286474227905,
37,3799,0.22622621059417725,
37,3799,,0.29502204060554504
38,3849,0.14562833309173584,
38,3899,0.18568500876426697,
38,3899,,0.3010052740573883
39,3949,0.3414725661277771,
39,3999,0.15342196822166443,
39,3999,,0.19072772562503815
40,4049,0.3234986364841461,
40,4099,0.2860910892486572,
40,4099,,0.3144296407699585
41,4149,0.24917802214622498,
41,4199,0.5171701908111572,
41,4199,,0.4038142263889313
42,4249,0.13734832406044006,
42,4299,0.3411654829978943,
42,4299,,0.15503457188606262
43,4349,0.2050764411687851,
43,4399,0.13178768754005432,
43,4399,,0.3216675817966461
44,4449,0.1661580204963684,
44,4499,0.33773717284202576,
44,4499,,0.33172687888145447
45,4549,0.29644832015037537,
45,4599,0.11818413436412811,
45,4599,,0.43424826860427856
46,4649,0.2553364038467407,
46,4699,0.34426069259643555,
46,4699,,0.1824146807193756
47,4749,0.18376700580120087,
47,4799,0.24414241313934326,
47,4799,,0.21063761413097382
48,4849,0.233495831489563,
48,4899,0.24811172485351562,
48,4899,,0.29525551199913025
49,4949,0.3055744767189026,
49,4999,0.2329210489988327,
49,4999,,0.37406325340270996
