epoch,step,train_data_loss,train_loss,train_pde_loss,val_data_loss,val_loss,val_pde_loss
0,9,34882608.0,34884080.0,14729.5771484375,,,
0,19,34730116.0,34731104.0,9877.5048828125,,,
0,29,32698742.0,32699620.0,8778.6455078125,,,
0,39,33581388.0,33582252.0,8659.7099609375,,,
0,49,31334224.0,31335420.0,11951.291015625,,,
0,59,34380272.0,34382656.0,23828.478515625,,,
0,69,34717680.0,34994424.0,2767448.0,,,
0,79,34328328.0,34413296.0,849680.0,,,
0,89,32839440.0,32874886.0,354469.0625,,,
0,93,,,,33935340.0,35468412.0,15330703.0
1,99,33065766.0,33082428.0,166620.0,,,
1,109,35418296.0,35649652.0,2313571.75,,,
1,119,31521076.0,31568210.0,471330.03125,,,
1,129,32469984.0,32565436.0,954525.75,,,
1,139,31557726.0,31688502.0,1307754.5,,,
1,149,33258836.0,33309966.0,511297.34375,,,
1,159,32621894.0,32668640.0,467468.40625,,,
1,169,35384192.0,35407496.0,233045.125,,,
1,179,33851192.0,33868048.0,168540.484375,,,
1,187,,,,33935284.0,34005716.0,704292.0625
2,189,34155952.0,34171708.0,157562.078125,,,
2,199,31991334.0,32039200.0,478651.1875,,,
2,209,34756432.0,37619220.0,28627884.0,,,
2,219,31993360.0,32029620.0,362594.84375,,,
2,229,32467270.0,32474946.0,76753.7109375,,,
2,239,33776032.0,33820728.0,446955.09375,,,
2,249,33739304.0,33763576.0,242719.875,,,
2,259,34431832.0,34446128.0,142967.359375,,,
2,269,32417984.0,32444470.0,264852.65625,,,
2,279,34262632.0,34356684.0,940517.9375,,,
2,281,,,,33935084.0,33972100.0,370202.1875
3,289,32847168.0,32946204.0,990364.25,,,
3,299,34686856.0,34721752.0,348971.9375,,,
3,309,34322592.0,34341208.0,186166.390625,,,
3,319,33835488.0,33889920.0,544330.25,,,
3,329,33140934.0,33167600.0,266660.1875,,,
3,339,32159516.0,32173480.0,139637.140625,,,
3,349,34375928.0,34414472.0,385430.03125,,,
3,359,33663112.0,33735124.0,720112.3125,,,
3,369,31822220.0,31850126.0,279064.1875,,,
3,375,,,,33935256.0,38147432.0,42121832.0
4,379,33847008.0,33887160.0,401507.3125,,,
4,389,33930128.0,33991124.0,609962.875,,,
4,399,33847372.0,33894844.0,474726.6875,,,
4,409,33556816.0,33584268.0,274509.96875,,,
4,419,33723800.0,33760720.0,369193.5,,,
4,429,35419272.0,35448340.0,290685.15625,,,
4,439,33938460.0,33958292.0,198327.859375,,,
4,449,32009300.0,32071068.0,617679.6875,,,
4,459,32867000.0,32949128.0,821271.875,,,
4,469,34772448.0,34876080.0,1036334.0,,,
4,469,,,,33935288.0,39516656.0,55813740.0
5,479,32150076.0,32176726.0,266504.84375,,,
5,489,31401526.0,31454700.0,531737.8125,,,
5,499,37328104.0,37341964.0,138601.40625,,,
5,509,34168676.0,34218656.0,499818.40625,,,
5,519,34558760.0,34570472.0,117134.8125,,,
5,529,35047340.0,35068944.0,216036.53125,,,
5,539,33219568.0,33233078.0,135106.5,,,
5,549,33343830.0,33381846.0,380150.40625,,,
5,559,32605126.0,32743436.0,1383098.125,,,
5,563,,,,33935104.0,33968012.0,329068.21875
6,569,35183392.0,35254164.0,707708.125,,,
6,579,35626304.0,35639348.0,130425.296875,,,
6,589,31009456.0,31038218.0,287621.78125,,,
6,599,33336996.0,33356466.0,194706.15625,,,
6,609,34332252.0,34349516.0,172651.484375,,,
6,619,30380404.0,30421304.0,408994.28125,,,
6,629,32938076.0,32968446.0,303691.8125,,,
6,639,33495528.0,33531994.0,364662.15625,,,
6,649,33025736.0,33076654.0,509181.875,,,
6,657,,,,33935256.0,33974536.0,392718.09375
7,659,33046748.0,33065284.0,185367.96875,,,
7,669,32588048.0,32603806.0,157574.859375,,,
7,679,34195196.0,34216992.0,217966.5,,,
7,689,31902326.0,31927568.0,252420.5625,,,
7,699,33094204.0,33154648.0,604433.75,,,
7,709,34707092.0,34762904.0,558127.6875,,,
7,719,34135052.0,34239576.0,1045233.1875,,,
7,729,33258022.0,33304636.0,466148.46875,,,
7,739,32468342.0,32558130.0,897877.0625,,,
7,749,32288840.0,32313376.0,245360.609375,,,
7,751,,,,33935260.0,33959588.0,243442.21875
8,759,33673720.0,33752588.0,788665.9375,,,
8,769,31981216.0,32037272.0,560564.8125,,,
8,779,33581336.0,33656096.0,747601.375,,,
8,789,31629448.0,31649016.0,195676.4375,,,
8,799,36029736.0,36201812.0,1720741.375,,,
8,809,34800732.0,34823924.0,231925.0625,,,
8,819,32520548.0,32559466.0,389189.125,,,
8,829,35266296.0,35327520.0,612256.0,,,
8,839,35316576.0,35331688.0,151107.65625,,,
8,845,,,,33935004.0,33988388.0,533737.8125
9,849,32971502.0,32992564.0,210625.90625,,,
9,859,33597352.0,33648640.0,512885.875,,,
9,869,34789200.0,34825124.0,359257.09375,,,
9,879,33944108.0,33973996.0,298873.71875,,,
9,889,34454284.0,34479504.0,252196.5625,,,
9,899,34369460.0,34517660.0,1482010.375,,,
9,909,33708856.0,33781920.0,730623.8125,,,
9,919,33845060.0,33904904.0,598445.0,,,
