epoch,step,train_data_loss,train_loss,train_pde_loss,val_data_loss,val_loss,val_pde_loss
0,9,0.4136338233947754,785009359192064.0,7850093726138368.0,,,
0,19,0.47141918540000916,105441237401600.0,1054412323684352.0,,,
0,29,0.4264199137687683,442140039577600.0,4421400395776000.0,,,
0,39,0.4649612605571747,551599529263104.0,5515995359739904.0,,,
0,49,0.46999090909957886,248690048499712.0,2486900417888256.0,,,
0,59,0.47262296080589294,115464491499520.0,1154644914995200.0,,,
0,69,0.4595670700073242,35473196056576.0,354731952177152.0,,,
0,79,0.4716205596923828,34371178332160.0,343711770738688.0,,,
0,89,0.4706897735595703,15581411540992.0,155814115409920.0,,,
0,93,,,,0.44551485776901245,784421748736.0,7844217225216.0
1,99,0.4520770013332367,20925657382912.0,209256561246208.0,,,
1,109,0.4294379949569702,4691251953664.0,46912518488064.0,,,
1,119,0.4409653842449188,1432031592448.0,14320315400192.0,,,
1,129,0.443896621465683,4676706107392.0,46767060025344.0,,,
1,139,0.4387582242488861,2186206380032.0,21862063013888.0,,,
1,149,0.44959986209869385,5889356464128.0,58893564641280.0,,,
1,159,0.41916102170944214,2221939097600.0,22219390451712.0,,,
1,169,0.4356846213340759,3931991441408.0,39319913889792.0,,,
1,179,0.4658147096633911,402138038272.0,4021380186112.0,,,
1,187,,,,0.42926403880119324,16506076160.0,165060755456.0
2,189,0.4281337261199951,1903001731072.0,19030016524288.0,,,
2,199,0.4531264007091522,1493388099584.0,14933880209408.0,,,
2,209,0.4528388977050781,2696720678912.0,26967206264832.0,,,
2,219,0.4380412995815277,1206851600384.0,12068515217408.0,,,
2,229,0.4377959370613098,983905075200.0,9839050752000.0,,,
2,239,0.42685645818710327,435472728064.0,4354727215104.0,,,
2,249,0.40188103914260864,157339795456.0,1573397987328.0,,,
2,259,0.4281497001647949,6769918083072.0,67699178733568.0,,,
2,269,0.43039584159851074,2663547666432.0,26635476664320.0,,,
2,279,0.4509007930755615,676298883072.0,6762988568576.0,,,
2,281,,,,0.42767134308815,57812623360.0,578126413824.0
3,289,0.41774868965148926,3769287311360.0,37692872065024.0,,,
3,299,0.45939821004867554,1855309742080.0,18553096896512.0,,,
3,309,0.45393484830856323,5376479592448.0,53764794875904.0,,,
3,319,0.4113033711910248,5185865252864.0,51858651480064.0,,,
3,329,0.41876405477523804,2087003226112.0,20870032523264.0,,,
3,339,0.43490514159202576,196768514048.0,1967685107712.0,,,
3,349,0.4218645989894867,563533119488.0,5635331063808.0,,,
3,359,0.43580445647239685,120211496960.0,1202114920448.0,,,
3,369,0.42467445135116577,279699292160.0,2796992856064.0,,,
3,375,,,,0.4272404909133911,21986146304.0,219861417984.0
4,379,0.4235859513282776,949024915456.0,9490249285632.0,,,
4,389,0.41875696182250977,170805346304.0,1708053364736.0,,,
4,399,0.41987094283103943,2707373686784.0,27073737392128.0,,,
4,409,0.43024033308029175,496132489216.0,4961324761088.0,,,
4,419,0.43782564997673035,391984152576.0,3919841591296.0,,,
4,429,0.431594580411911,351749668864.0,3517496688640.0,,,
4,439,0.4121919572353363,133350965248.0,1333509619712.0,,,
4,449,0.4286784827709198,1269046837248.0,12690467586048.0,,,
4,459,0.43207716941833496,362633756672.0,3626337566720.0,,,
4,469,0.4267718493938446,2973161226240.0,29731611213824.0,,,
4,469,,,,0.42545321583747864,12915346432.0,129153499136.0
5,479,0.42383211851119995,468029865984.0,4680298528768.0,,,
5,489,0.4438266158103943,140903186432.0,1409031864320.0,,,
5,499,0.4557024836540222,977305993216.0,9773059670016.0,,,
5,509,0.4315241277217865,52670664704.0,526706638848.0,,,
5,519,0.45111769437789917,58261602304.0,582616023040.0,,,
5,529,0.42873597145080566,414400184320.0,4144001712128.0,,,
5,539,0.4373041093349457,104421244928.0,1044212416512.0,,,
5,549,0.42114728689193726,66067394560.0,660673921024.0,,,
5,559,0.4158915877342224,664736169984.0,6647361568768.0,,,
5,563,,,,0.4241213798522949,15536096256.0,155361001472.0
6,569,0.4689066410064697,307436453888.0,3074364538880.0,,,
6,579,0.404630184173584,253717626880.0,2537176170496.0,,,
6,589,0.4093237817287445,133111046144.0,1331110477824.0,,,
6,599,0.4064277112483978,3421374513152.0,34213745131520.0,,,
6,609,0.43196821212768555,412980707328.0,4129807138816.0,,,
6,619,0.4394875466823578,203171725312.0,2031717187584.0,,,
6,629,0.439683198928833,100055212032.0,1000552071168.0,,,
6,639,0.41738182306289673,244639465472.0,2446394654720.0,,,
6,649,0.45690688490867615,306935267328.0,3069352607744.0,,,
6,657,,,,0.42505577206611633,10338070528.0,103380713472.0
7,659,0.4690725803375244,420973477888.0,4209734582272.0,,,
7,669,0.4279147982597351,309125120000.0,3091251068928.0,,,
7,679,0.43596169352531433,49414512640.0,494145110016.0,,,
7,689,0.41617828607559204,111060598784.0,1110605955072.0,,,
7,699,0.42260536551475525,749802684416.0,7498026713088.0,,,
7,709,0.4405084550380707,215897407488.0,2158974074880.0,,,
7,719,0.4331128001213074,313471107072.0,3134711136256.0,,,
7,729,0.4108648896217346,109348364288.0,1093483626496.0,,,
7,739,0.43639206886291504,730015268864.0,7300152557568.0,,,
7,749,0.43243440985679626,475980627968.0,4759806279680.0,,,
7,751,,,,0.42291590571403503,9325586432.0,93255884800.0
8,759,0.4322042465209961,99922042880.0,999220379648.0,,,
8,769,0.43339404463768005,192359743488.0,1923597336576.0,,,
8,779,0.43896374106407166,246678929408.0,2466789195776.0,,,
8,789,0.41491732001304626,133032026112.0,1330320244736.0,,,
8,799,0.4228419065475464,210885558272.0,2108855549952.0,,,
8,809,0.42027172446250916,340410564608.0,3404105515008.0,,,
8,819,0.42726337909698486,176721936384.0,1767219396608.0,,,
8,829,0.43653377890586853,394232266752.0,3942322536448.0,,,
8,839,0.4243026673793793,90669088768.0,906690887680.0,,,
8,845,,,,0.4223445951938629,6938898432.0,69388967936.0
9,849,0.41271504759788513,56984465408.0,569844629504.0,,,
9,859,0.4511570334434509,104633958400.0,1046339584000.0,,,
9,869,0.4456208646297455,129789722624.0,1297897226240.0,,,
9,879,0.39532551169395447,27560945664.0,275609452544.0,,,
9,889,0.410997211933136,132491894784.0,1324918898688.0,,,
9,899,0.4285052418708801,467479265280.0,4674792456192.0,,,
9,909,0.45648860931396484,183975510016.0,1839755034624.0,,,
9,919,0.4249110817909241,67398356992.0,673983561728.0,,,
9,929,0.43262970447540283,145939693568.0,1459396935680.0,,,
9,939,0.4295497536659241,55770869760.0,557708673024.0,,,
9,939,,,,0.42372870445251465,4360890368.0,43608907776.0
10,949,0.4386531710624695,134348726272.0,1343487213568.0,,,
10,959,0.427227258682251,262684147712.0,2626841477120.0,,,
10,969,0.4379833936691284,136146468864.0,1361464655872.0,,,
10,979,0.43462371826171875,501509521408.0,5015095214080.0,,,
10,989,0.434759259223938,39006236672.0,390062374912.0,,,
10,999,0.44221580028533936,76953673728.0,769536753664.0,,,
10,1009,0.462007999420166,56646938624.0,566469394432.0,,,
10,1019,0.4315483570098877,26587336704.0,265873358848.0,,,
10,1029,0.41011208295822144,206111817728.0,2061118078976.0,,,
10,1033,,,,0.42274051904678345,7913865216.0,79138611200.0
11,1039,0.4197554588317871,50723438592.0,507234385920.0,,,
11,1049,0.451524019241333,392568668160.0,3925686616064.0,,,
11,1059,0.4259216785430908,120613953536.0,1206139486208.0,,,
11,1069,0.42534324526786804,154254557184.0,1542545604608.0,,,
11,1079,0.41664522886276245,26882113536.0,268821135360.0,,,
11,1089,0.43875235319137573,164491739136.0,1644917424128.0,,,
11,1099,0.40213680267333984,127707709440.0,1277077094400.0,,,
11,1109,0.4272533059120178,300134137856.0,3001341444096.0,,,
11,1119,0.4094228148460388,23616161792.0,236161613824.0,,,
11,1127,,,,0.4218420386314392,2856290816.0,28562898944.0
12,1129,0.42607545852661133,47377866752.0,473778651136.0,,,
12,1139,0.4287206530570984,139377655808.0,1393776525312.0,,,
12,1149,0.4664146900177002,53655662592.0,536556634112.0,,,
12,1159,0.4243527352809906,169240281088.0,1692402843648.0,,,
12,1169,0.4206470847129822,38067224576.0,380672245760.0,,,
12,1179,0.437849223613739,158435704832.0,1584357048320.0,,,
12,1189,0.43483102321624756,19576680448.0,195766796288.0,,,
12,1199,0.4337409436702728,15248681984.0,152486821888.0,,,
12,1209,0.44860756397247314,26987010048.0,269870088192.0,,,
12,1219,0.41878053545951843,131136135168.0,1311361335296.0,,,
12,1221,,,,0.42177778482437134,8743064576.0,87430668288.0
13,1229,0.4427890479564667,25016684544.0,250166837248.0,,,
13,1239,0.4420076310634613,272318939136.0,2723189358592.0,,,
13,1249,0.4530646800994873,50984751104.0,509847502848.0,,,
13,1259,0.3958107829093933,61149859840.0,611498590208.0,,,
13,1269,0.43193507194519043,44499349504.0,444993470464.0,,,
13,1279,0.42996978759765625,211500433408.0,2115004268544.0,,,
13,1289,0.41963991522789,85215117312.0,852151173120.0,,,
13,1299,0.42623448371887207,70495092736.0,704950894592.0,,,
13,1309,0.4273730218410492,325951225856.0,3259512127488.0,,,
13,1315,,,,0.4223406910896301,3106301184.0,31063009280.0
14,1319,0.4384089410305023,77624909824.0,776249081856.0,,,
14,1329,0.4342796802520752,21948848128.0,219488485376.0,,,
14,1339,0.43443751335144043,12976252928.0,129762525184.0,,,
14,1349,0.44996556639671326,69341028352.0,693410267136.0,,,
14,1359,0.42401742935180664,178016600064.0,1780166033408.0,,,
14,1369,0.4181976318359375,87544193024.0,875441881088.0,,,
14,1379,0.41420507431030273,144145760256.0,1441457504256.0,,,
14,1389,0.43175002932548523,283453784064.0,2834537644032.0,,,
14,1399,0.42573636770248413,32945186816.0,329451864064.0,,,
14,1409,0.43453729152679443,84030464000.0,840304623616.0,,,
14,1409,,,,0.42181381583213806,3257905664.0,32579065856.0
15,1419,0.4133540093898773,141268467712.0,1412684709888.0,,,
15,1429,0.4457377791404724,91316281344.0,913162764288.0,,,
15,1439,0.42400074005126953,49882402816.0,498824019968.0,,,
15,1449,0.4425899386405945,39956602880.0,399566012416.0,,,
15,1459,0.3942537307739258,41676611584.0,416766099456.0,,,
15,1469,0.41791409254074097,42975817728.0,429758185472.0,,,
15,1479,0.4076811671257019,115555295232.0,1155552903168.0,,,
15,1489,0.4223606586456299,64449650688.0,644496490496.0,,,
15,1499,0.45414671301841736,116680417280.0,1166804123648.0,,,
15,1503,,,,0.422603964805603,2504555520.0,25045559296.0
16,1509,0.4242790639400482,20036026368.0,200360263680.0,,,
16,1519,0.4167623519897461,67545083904.0,675450847232.0,,,
16,1529,0.4366990029811859,103551344640.0,1035513430016.0,,,
16,1539,0.44743603467941284,30986211328.0,309862105088.0,,,
16,1549,0.42476606369018555,95916449792.0,959164448768.0,,,
16,1559,0.41919347643852234,76782673920.0,767826722816.0,,,
16,1569,0.42093533277511597,38708510720.0,387085107200.0,,,
16,1579,0.43343910574913025,76266070016.0,762660651008.0,,,
16,1589,0.41419047117233276,29877276672.0,298772758528.0,,,
16,1597,,,,0.4217064678668976,1339829376.0,13398297600.0
17,1599,0.41065046191215515,50491699200.0,504916967424.0,,,
17,1609,0.43992289900779724,52914475008.0,529144741888.0,,,
17,1619,0.4297504425048828,414690607104.0,4146906005504.0,,,
17,1629,0.43084651231765747,28274350080.0,282743504896.0,,,
17,1639,0.4337799549102783,24387827712.0,243878264832.0,,,
17,1649,0.40291422605514526,27465297920.0,274652971008.0,,,
17,1659,0.4244232177734375,11108211712.0,111082119168.0,,,
17,1669,0.43430131673812866,152827150336.0,1528271470592.0,,,
17,1679,0.4432470500469208,59416211456.0,594162089984.0,,,
17,1689,0.4308735728263855,69839257600.0,698392576000.0,,,
17,1691,,,,0.42118972539901733,1135155072.0,11351552000.0
18,1699,0.434062123298645,13448666112.0,134486654976.0,,,
18,1709,0.41758450865745544,10427931648.0,104279318528.0,,,
18,1719,0.44478464126586914,58234916864.0,582349160448.0,,,
18,1729,0.44885802268981934,158088937472.0,1580889276416.0,,,
